customer_id,avg_spend,total_rev,tenure,churned,churn_probability
user_0133,99.0,396.0,4,1,1.0
user_0134,99.0,990.0,60,1,1.0
user_0135,99.0,594.0,84,1,1.0
user_0136,116.60000000000001,1049.4,121,1,1.0
user_0137,99.0,594.0,108,1,1.0
user_0138,99.0,297.0,8,1,1.0
user_0139,500.0,4000.0,18,1,1.0
user_0140,126.71999999999998,380.15999999999997,8,1,1.0
user_0142,118.8,356.4,15,1,1.0
user_0143,500.0,5500.0,96,1,1.0
user_0144,99.0,396.0,120,1,1.0
user_0146,510.0,5100.0,72,1,1.0
user_0147,129.096,645.48,60,1,1.0
user_0150,99.0,99.0,9,1,1.0
user_0151,113.85,455.4,88,1,1.0
user_0152,109.8,1207.8,48,1,1.0
user_0153,108.9,217.8,12,1,1.0
user_0155,113.85,455.4,108,1,1.0
user_0156,108.9,217.8,2,1,1.0
user_0158,108.9,217.8,90,1,1.0
user_0159,99.0,198.0,6,1,1.0
user_0160,99.0,99.0,-112,1,1.0
user_0161,99.0,198.0,110,1,1.0
user_0162,99.0,396.0,4,1,1.0
user_0163,118.8,118.8,49,1,1.0
user_0164,138.9046153846154,1805.76,13,1,1.0
user_0165,500.0,1500.0,36,1,1.0
user_0166,99.0,594.0,14,1,1.0
user_0169,118.38070588235294,2012.472,36,1,1.0
user_0171,99.0,396.0,88,1,1.0
user_0172,99.0,594.0,96,1,1.0
user_0173,114.84,574.2,12,1,1.0
user_0174,550.0,1100.0,20,1,1.0
user_0176,99.0,495.0,96,1,1.0
user_0178,99.0,198.0,72,1,1.0
user_0179,99.0,99.0,64,1,1.0
user_0180,99.0,396.0,40,1,1.0
user_0181,118.8,237.6,42,1,1.0
user_0182,99.0,99.0,1,1,1.0
user_0183,99.0,99.0,4,1,1.0
user_0184,99.0,99.0,1,1,1.0
user_0187,99.0,693.0,84,1,1.0
user_0188,99.0,396.0,88,1,1.0
user_0190,99.0,594.0,120,1,1.0
user_0191,99.0,198.0,12,1,1.0
user_0192,124.34400000000001,621.72,60,1,1.0
user_0193,99.0,1089.0,24,1,1.0
user_0194,99.0,297.0,15,1,1.0
user_0196,580.0,2900.0,45,1,1.0
user_0197,99.0,495.0,120,1,1.0
user_0200,99.0,990.0,22,1,1.0
user_0202,99.0,495.0,120,1,1.0
user_0204,99.0,198.0,121,1,1.0
user_0205,106.29473684210525,2019.6,67,1,1.0
user_0206,118.8,237.6,24,1,1.0
user_0207,99.0,99.0,64,1,1.0
user_0208,99.0,297.0,63,1,1.0
user_0209,114.55714285714285,1603.8,96,1,1.0
user_0210,99.0,198.0,2,1,1.0
user_0211,600.0,600.0,1,1,1.0
user_0213,123.42,740.52,24,1,1.0
user_0215,102.49411764705883,1742.4,48,1,1.0
user_0218,99.0,297.0,36,1,1.0
user_0219,99.0,594.0,84,1,1.0
user_0221,99.0,693.0,55,1,1.0
user_0224,99.0,297.0,80,1,1.0
user_0226,99.0,495.0,96,1,1.0
user_0227,99.0,99.0,36,1,1.0
user_0228,99.0,396.0,40,1,1.0
user_0229,500.0,5000.0,121,1,1.0
user_0230,99.0,297.0,3,1,1.0
user_0231,99.0,396.0,54,1,1.0
user_0232,118.8,237.6,20,1,1.0
user_0233,99.0,495.0,96,1,1.0
user_0235,99.0,198.0,20,1,1.0
user_0236,118.8,237.6,121,1,1.0
user_0239,99.0,99.0,81,1,1.0
user_0240,99.0,396.0,120,1,1.0
user_0242,133.05599999999998,665.28,5,1,1.0
user_0245,500.0,1000.0,20,1,1.0
user_0246,99.0,99.0,9,1,1.0
user_0247,124.52000000000001,1120.68,33,1,1.0
user_0248,99.0,99.0,49,1,1.0
user_0250,100.1,1801.8,18,1,1.0
user_0251,99.0,198.0,30,1,1.0
user_0252,99.0,198.0,72,1,1.0
user_0253,99.0,297.0,8,1,1.0
user_0254,112.2,336.6,36,1,1.0
user_0255,99.0,198.0,72,1,1.0
user_0256,500.0,500.0,64,1,1.0
user_0257,99.0,396.0,4,1,1.0
user_0258,99.0,99.0,4,1,1.0
user_0259,99.0,198.0,30,1,1.0
user_0260,99.0,1089.0,60,1,1.0
user_0261,118.8,118.8,4,1,1.0
user_0262,136.49856,2047.4784,72,1,1.0
user_0263,99.0,99.0,64,1,1.0
user_0264,100.8,1108.8,72,1,1.0
user_0270,119.59200000000001,597.96,77,1,1.0
user_0271,113.85,910.8,84,1,1.0
user_0272,118.8,712.8,50,1,1.0
user_0273,105.60000000000001,633.6,14,1,1.0
user_0274,99.0,99.0,81,1,1.0
user_0275,99.0,99.0,100,1,1.0
user_0276,118.8,475.2,120,1,1.0
user_0277,115.97142857142856,811.8,121,1,1.0
user_0279,99.0,396.0,28,1,1.0
user_0280,99.0,594.0,84,1,1.0
user_0281,99.0,297.0,3,1,1.0
user_0284,118.79999999999998,1544.3999999999999,48,1,1.0
user_0285,500.0,1000.0,56,1,1.0
user_0286,99.0,99.0,25,1,1.0
user_0287,99.0,99.0,49,1,1.0
user_0288,99.0,495.0,121,1,1.0
user_0289,111.375,891.0,96,1,1.0
user_0291,141.273,1130.184,60,1,1.0
user_0292,99.0,297.0,99,1,1.0
user_0293,122.36399999999999,1223.6399999999999,36,1,1.0
user_0296,99.0,198.0,24,1,1.0
user_0297,99.0,198.0,30,1,1.0
user_0298,99.0,297.0,35,1,1.0
user_0299,99.0,594.0,72,1,1.0
user_0300,99.0,990.0,84,1,1.0
user_0301,99.0,99.0,121,1,1.0
user_0302,99.0,594.0,14,1,1.0
user_0303,99.0,891.0,20,1,1.0
user_0306,99.0,198.0,24,1,1.0
user_0307,99.0,99.0,-112,1,1.0
user_0308,99.0,297.0,35,1,1.0
user_0309,99.0,99.0,81,1,1.0
user_0310,99.0,99.0,9,1,1.0
user_0311,99.0,792.0,30,1,1.0
user_0312,140.4,1544.4,60,1,1.0
user_0313,118.8,594.0,12,1,1.0
user_0314,105.60000000000001,633.6,120,1,1.0
user_0315,113.85,455.4,28,1,1.0
user_0316,99.0,99.0,81,1,1.0
user_0317,99.0,99.0,81,1,1.0
user_0318,99.0,99.0,25,1,1.0
user_0319,99.0,99.0,-112,1,1.0
user_0320,105.60000000000001,316.8,24,1,1.0
user_0321,137.28,1235.52,20,1,1.0
user_0322,102.96000000000001,1647.3600000000001,16,1,1.0
user_0323,99.0,99.0,1,1,1.0
user_0325,110.88,554.4,120,1,1.0
user_0327,99.0,198.0,30,1,1.0
user_0328,99.0,99.0,4,1,1.0
user_0329,99.0,495.0,60,1,1.0
user_0330,99.0,99.0,1,1,1.0
user_0333,99.0,594.0,50,1,1.0
user_0334,99.0,198.0,110,1,1.0
user_0336,99.0,99.0,25,1,1.0
user_0338,99.0,198.0,30,1,1.0
user_0340,99.0,891.0,48,1,1.0
user_0342,99.0,1287.0,24,1,1.0
user_0343,99.0,297.0,24,1,1.0
user_0344,114.84,574.2,21,1,1.0
user_0345,99.0,198.0,20,1,1.0
user_0346,102.96,514.8,12,1,1.0
user_0348,105.6,950.4,48,1,1.0
user_0349,154.7216,1392.4944,108,1,1.0
user_0351,99.0,198.0,72,1,1.0
user_0353,108.89999999999999,653.4,36,1,1.0
user_0354,99.0,693.0,72,1,1.0
user_0355,107.80000000000001,970.2,108,1,1.0
user_0356,126.71999999999998,380.15999999999997,8,1,1.0
user_0357,130.68,261.36,2,1,1.0
user_0358,99.0,198.0,24,1,1.0
user_0361,99.0,396.0,121,1,1.0
user_0362,99.0,1386.0,72,1,1.0
user_0363,114.39999999999999,1029.6,84,1,1.0
user_0364,99.0,396.0,18,1,1.0
user_0365,99.0,99.0,36,1,1.0
user_0366,99.0,792.0,72,1,1.0
user_0367,118.8,356.4,15,1,1.0
user_0368,99.0,495.0,120,1,1.0
user_0369,103.95,415.8,10,1,1.0
user_0371,500.0,1000.0,110,1,1.0
user_0373,102.7125,1643.4,16,1,1.0
user_0375,516.6666666666666,3100.0,50,1,1.0
user_0376,112.2,336.6,63,1,1.0
user_0377,99.0,99.0,4,1,1.0
user_0378,139.92,1259.28,60,1,1.0
user_0379,99.0,1980.0,30,1,1.0
user_0380,138.6,831.6,66,1,1.0
user_0381,99.0,198.0,12,1,1.0
user_0383,99.0,198.0,2,1,1.0
user_0384,99.0,396.0,4,1,1.0
user_0386,105.60000000000001,316.8,48,1,1.0
user_0387,110.44,993.96,20,1,1.0
user_0389,118.8,475.2,48,1,1.0
user_0390,114.84,574.2,12,1,1.0
user_0391,133.72615384615386,1738.44,36,1,1.0
user_0392,99.0,99.0,81,1,1.0
user_0393,99.0,594.0,120,1,1.0
user_0394,99.0,198.0,2,1,1.0
user_0395,500.0,5000.0,96,1,1.0
user_0396,99.0,198.0,110,1,1.0
user_0397,99.0,495.0,120,1,1.0
user_0398,99.0,297.0,24,1,1.0
user_0399,99.0,297.0,120,1,1.0
user_0402,99.0,99.0,121,1,1.0
user_0403,99.0,198.0,110,1,1.0
user_0404,99.0,99.0,25,1,1.0
user_0405,99.0,198.0,2,1,1.0
user_0406,99.0,297.0,8,1,1.0
user_0407,125.64,1382.04,84,1,1.0
user_0409,99.0,396.0,4,1,1.0
user_0410,99.0,495.0,60,1,1.0
user_0411,99.0,1188.0,96,1,1.0
user_0412,107.48571428571428,752.4,72,1,1.0
user_0413,106.92,534.6,12,1,1.0
user_0414,99.0,99.0,1,1,1.0
user_0415,533.3333333333334,6400.0,12,1,1.0
user_0416,101.64,1524.6,48,1,1.0
user_0417,101.475,811.8,8,1,1.0
user_0418,99.0,297.0,80,1,1.0
user_0420,106.92,534.6,120,1,1.0
user_0421,105.60000000000001,316.8,36,1,1.0
user_0423,100.8,1108.8,72,1,1.0
user_0424,99.0,99.0,16,1,1.0
user_0427,117.10285714285715,819.72,40,1,1.0
user_0428,115.5,693.0,84,1,1.0
user_0429,99.0,891.0,108,1,1.0
user_0430,99.0,297.0,8,1,1.0
user_0433,99.0,594.0,121,1,1.0
user_0435,101.475,811.8,8,1,1.0
user_0436,114.84,918.72,120,1,1.0
user_0437,118.44,1302.84,96,1,1.0
user_0438,99.0,99.0,4,1,1.0
user_0439,112.2,1346.4,24,1,1.0
user_0440,113.75999999999999,1251.36,121,1,1.0
user_0441,99.0,1089.0,132,1,1.0
user_0442,122.75999999999999,859.3199999999999,72,1,1.0
user_0443,99.0,198.0,110,1,1.0
user_0444,100.8,1108.8,48,1,1.0
user_0445,115.2,1267.2,120,1,1.0
user_0446,148.27371428571428,2075.832,36,1,1.0
user_0449,99.0,693.0,27,1,1.0
user_0451,99.0,495.0,60,1,1.0
user_0453,112.19999999999999,1009.8,108,1,1.0
user_0454,99.0,297.0,24,1,1.0
user_0455,102.3,1227.6,24,1,1.0
user_0456,105.60000000000001,633.6,6,1,1.0
user_0457,99.0,99.0,100,1,1.0
user_0458,99.0,99.0,81,1,1.0
user_0460,99.0,198.0,6,1,1.0
user_0461,99.0,891.0,72,1,1.0
user_0463,103.4,930.6,9,1,1.0
user_0464,99.0,495.0,60,1,1.0
user_0465,99.0,495.0,121,1,1.0
user_0466,99.0,990.0,22,1,1.0
user_0469,99.0,396.0,121,1,1.0
user_0471,500.0,1500.0,121,1,1.0
user_0472,110.0,990.0,20,1,1.0
user_0473,115.5,693.0,66,1,1.0
user_0474,99.0,99.0,1,1,1.0
user_0475,116.82000000000001,1168.2,121,1,1.0
user_0476,123.94800000000001,1239.48,108,1,1.0
user_0478,99.0,198.0,30,1,1.0
user_0479,500.0,5000.0,10,1,1.0
user_0480,99.0,198.0,30,1,1.0
user_0481,99.0,396.0,28,1,1.0
user_0482,99.0,198.0,24,1,1.0
user_0483,99.0,396.0,121,1,1.0
user_0484,99.0,594.0,120,1,1.0
user_0485,118.8,118.8,64,1,1.0
user_0487,119.78999999999999,479.15999999999997,48,1,1.0
user_0488,99.0,495.0,12,1,1.0
user_0489,110.44,993.96,72,1,1.0
user_0490,99.0,891.0,84,1,1.0
user_0491,99.0,990.0,36,1,1.0
user_0492,99.0,198.0,56,1,1.0
user_0493,104.94000000000001,1049.4,60,1,1.0
user_0494,99.0,1089.0,60,1,1.0
user_0497,99.0,297.0,36,1,1.0
user_0498,600.0,600.0,100,1,1.0
user_0499,99.0,495.0,60,1,1.0
user_0501,115.5,693.0,121,1,1.0
user_0504,99.0,693.0,27,1,1.0
user_0506,99.0,99.0,81,1,1.0
user_0508,108.9,871.2,18,1,1.0
user_0510,99.0,891.0,9,1,1.0
user_0511,99.0,198.0,20,1,1.0
user_0512,500.0,2500.0,77,1,1.0
user_0513,99.0,99.0,81,1,1.0
user_0514,99.0,99.0,-112,1,1.0
user_0515,500.0,1000.0,2,1,1.0
user_0518,99.0,297.0,36,1,1.0
user_0519,500.0,1500.0,121,1,1.0
user_0520,99.0,297.0,8,1,1.0
user_0521,108.9,217.8,121,1,1.0
user_0522,124.74,1995.84,60,1,1.0
user_0523,112.2,673.2,108,1,1.0
user_0524,99.0,990.0,10,1,1.0
user_0525,119.06400000000001,1785.96,60,1,1.0
user_0527,99.0,1188.0,72,1,1.0
user_0528,108.9,871.2,60,1,1.0
user_0529,99.0,99.0,25,1,1.0
user_0530,99.0,198.0,20,1,1.0
user_0531,99.0,891.0,121,1,1.0
user_0532,104.65714285714286,732.6,120,1,1.0
user_0533,99.0,396.0,28,1,1.0
user_0534,550.0,3300.0,14,1,1.0
user_0535,99.0,99.0,9,1,1.0
user_0536,118.8,475.2,48,1,1.0
user_0537,99.0,693.0,96,1,1.0
user_0538,99.0,99.0,16,1,1.0
user_0540,99.0,396.0,120,1,1.0
user_0541,99.0,198.0,30,1,1.0
user_0542,99.0,99.0,1,1,1.0
user_0543,99.0,198.0,2,1,1.0
user_0544,116.53714285714285,815.76,55,1,1.0
user_0545,103.95,415.8,10,1,1.0
user_0548,99.0,594.0,96,1,1.0
user_0550,500.0,1000.0,20,1,1.0
user_0551,99.0,99.0,25,1,1.0
user_0553,110.31428571428572,772.2,16,1,1.0
user_0554,99.0,495.0,21,1,1.0
user_0555,99.0,396.0,88,1,1.0
user_0558,99.0,495.0,108,1,1.0
user_0560,118.79999999999998,1544.3999999999999,84,1,1.0
user_0561,99.0,198.0,12,1,1.0
user_0562,99.0,594.0,24,1,1.0
user_0563,114.23076923076923,1485.0,120,1,1.0
user_0564,99.0,792.0,96,1,1.0
user_0565,110.0,990.0,108,1,1.0
user_0566,99.0,99.0,9,1,1.0
user_0567,500.0,2000.0,54,1,1.0
user_0568,107.48571428571428,752.4,55,1,1.0
user_0570,99.0,99.0,9,1,1.0
user_0571,99.0,297.0,63,1,1.0
user_0572,99.0,1089.0,120,1,1.0
user_0573,99.0,99.0,64,1,1.0
user_0575,99.0,297.0,8,1,1.0
user_0576,600.0,1800.0,24,1,1.0
user_0577,99.0,99.0,64,1,1.0
user_0579,99.0,396.0,70,1,1.0
user_0581,99.0,396.0,88,1,1.0
user_0582,99.0,99.0,9,1,1.0
user_0583,99.0,990.0,120,1,1.0
user_0586,600.0,1200.0,110,1,1.0
user_0587,99.0,297.0,99,1,1.0
user_0588,99.0,198.0,72,1,1.0
user_0589,99.0,990.0,120,1,1.0
user_0590,99.0,99.0,1,1,1.0
user_0591,136.092,816.552,108,1,1.0
user_0592,108.89999999999999,653.4,6,1,1.0
user_0593,127.44,1401.84,108,1,1.0
user_0594,115.97142857142856,811.8,121,1,1.0
user_0596,99.0,891.0,120,1,1.0
user_0597,99.0,297.0,48,1,1.0
user_0598,99.0,198.0,72,1,1.0
user_0599,500.0,1000.0,2,1,1.0
user_0600,99.0,198.0,90,1,1.0
user_0601,99.0,990.0,60,1,1.0
user_0604,118.80000000000001,2138.4,120,1,1.0
user_0605,99.0,198.0,121,1,1.0
user_0606,108.89999999999999,653.4,6,1,1.0
user_0608,99.0,297.0,120,1,1.0
user_0610,99.0,198.0,90,1,1.0
user_0611,99.0,99.0,81,1,1.0
user_0612,99.0,198.0,2,1,1.0
user_0613,99.0,396.0,54,1,1.0
user_0614,99.0,99.0,-112,1,1.0
user_0615,99.0,1089.0,60,1,1.0
user_0616,99.0,198.0,2,1,1.0
user_0617,99.0,396.0,54,1,1.0
user_0618,99.0,396.0,54,1,1.0
user_0619,99.0,1386.0,14,1,1.0
user_0621,99.0,99.0,4,1,1.0
user_0622,99.0,396.0,18,1,1.0
user_0623,103.24285714285715,1445.4,72,1,1.0
user_0624,99.0,495.0,21,1,1.0
user_0625,99.0,792.0,44,1,1.0
user_0626,99.0,891.0,108,1,1.0
user_0628,135.08,1215.72,33,1,1.0
user_0629,99.0,297.0,8,1,1.0
user_0630,99.0,1683.0,72,1,1.0
user_0631,500.0,1500.0,121,1,1.0
user_0633,99.0,495.0,12,1,1.0
user_0634,99.0,990.0,120,1,1.0
user_0635,99.0,99.0,1,1,1.0
user_0637,99.0,792.0,44,1,1.0
user_0638,99.0,297.0,120,1,1.0
user_0639,500.0,1000.0,2,1,1.0
user_0642,99.0,396.0,10,1,1.0
user_0643,105.60000000000001,316.8,80,1,1.0
user_0645,99.0,198.0,12,1,1.0
user_0646,99.0,1386.0,108,1,1.0
user_0647,115.2,1267.2,48,1,1.0
user_0648,99.0,990.0,22,1,1.0
user_0649,99.0,396.0,18,1,1.0
user_0650,118.8,237.6,6,1,1.0
user_0651,120.12,720.72,36,1,1.0
user_0652,500.0,2000.0,28,1,1.0
user_0653,99.0,396.0,4,1,1.0
user_0654,104.4,1148.4,84,1,1.0
user_0655,99.0,198.0,121,1,1.0
user_0656,107.48571428571428,1504.8,48,1,1.0
user_0658,99.0,396.0,10,1,1.0
user_0659,105.60000000000001,316.8,3,1,1.0
user_0660,99.0,297.0,8,1,1.0
user_0661,99.0,297.0,80,1,1.0
user_0662,99.0,99.0,100,1,1.0
user_0663,572.7272727272727,6300.0,108,1,1.0
user_0665,128.20499999999998,1025.6399999999999,8,1,1.0
user_0667,99.0,198.0,6,1,1.0
user_0668,500.0,500.0,49,1,1.0
user_0669,99.0,495.0,96,1,1.0
user_0670,99.0,297.0,48,1,1.0
user_0671,600.0,4800.0,44,1,1.0
user_0672,99.0,99.0,4,1,1.0
user_0673,566.6666666666666,1700.0,24,1,1.0
user_0674,114.84,574.2,45,1,1.0
user_0675,131.472,1314.72,60,1,1.0
user_0676,142.912,1286.208,84,1,1.0
user_0677,500.0,1500.0,80,1,1.0
user_0679,113.85,910.8,108,1,1.0
user_0680,99.0,99.0,1,1,1.0
user_0681,103.95,415.8,70,1,1.0
user_0683,118.8,118.8,100,1,1.0
user_0684,102.3,1227.6,96,1,1.0
user_0685,99.0,99.0,-112,1,1.0
user_0686,99.0,594.0,72,1,1.0
user_0687,99.0,198.0,110,1,1.0
user_0688,108.9,435.6,108,1,1.0
user_0689,99.0,693.0,7,1,1.0
user_0692,99.0,198.0,2,1,1.0
user_0694,103.95,415.8,48,1,1.0
user_0695,99.0,792.0,8,1,1.0
user_0696,99.0,594.0,84,1,1.0
user_0698,99.0,198.0,42,1,1.0
user_0700,99.0,99.0,1,1,1.0
user_0701,99.0,594.0,24,1,1.0
user_0702,124.74000000000001,1496.88,96,1,1.0
user_0704,99.0,990.0,36,1,1.0
user_0706,112.2,336.6,120,1,1.0
user_0708,99.0,693.0,96,1,1.0
user_0711,99.0,495.0,60,1,1.0
user_0712,99.0,594.0,6,1,1.0
user_0714,118.8,475.2,4,1,1.0
user_0716,99.0,198.0,20,1,1.0
user_0717,103.95,415.8,4,1,1.0
user_0718,99.0,99.0,1,1,1.0
user_0719,500.0,1500.0,15,1,1.0
user_0721,99.0,297.0,8,1,1.0
user_0722,99.0,198.0,30,1,1.0
user_0723,99.0,198.0,30,1,1.0
user_0726,99.0,198.0,20,1,1.0
user_0727,99.0,99.0,36,1,1.0
user_0728,99.0,495.0,12,1,1.0
user_0729,99.0,99.0,49,1,1.0
user_0731,99.0,297.0,8,1,1.0
user_0732,99.0,297.0,80,1,1.0
user_0733,99.0,99.0,25,1,1.0
user_0734,99.0,495.0,45,1,1.0
user_0735,118.8,712.8,66,1,1.0
user_0736,118.8,594.0,96,1,1.0
user_0737,112.19999999999999,1009.8,96,1,1.0
user_0738,116.325,930.6,96,1,1.0
user_0739,151.965,1215.72,121,1,1.0
user_0740,500.0,4500.0,60,1,1.0
user_0741,99.0,693.0,96,1,1.0
user_0742,99.0,594.0,24,1,1.0
user_0743,99.0,495.0,5,1,1.0
user_0744,99.0,594.0,24,1,1.0
user_0745,112.36500000000001,898.9200000000001,30,1,1.0
user_0746,99.0,594.0,14,1,1.0
user_0747,101.82857142857142,712.8,108,1,1.0
user_0749,99.0,594.0,6,1,1.0
user_0750,113.85,455.4,54,1,1.0
user_0752,99.0,99.0,36,1,1.0
user_0753,108.9,1742.4,72,1,1.0
user_0754,99.0,495.0,5,1,1.0
user_0757,106.425,851.4,60,1,1.0
user_0758,99.0,99.0,49,1,1.0
user_0759,115.5,693.0,6,1,1.0
user_0760,118.8,594.0,5,1,1.0
user_0763,99.0,297.0,36,1,1.0
user_0764,99.0,198.0,30,1,1.0
user_0765,99.0,297.0,36,1,1.0
user_0766,99.0,198.0,121,1,1.0
user_0767,112.86,677.16,72,1,1.0
user_0768,99.0,99.0,25,1,1.0
user_0770,106.92,1069.2,96,1,1.0
user_0771,99.0,198.0,110,1,1.0
user_0772,118.8,594.0,45,1,1.0
user_0774,99.0,99.0,9,1,1.0
user_0775,99.0,297.0,99,1,1.0
user_0776,106.92,534.6,12,1,1.0
user_0777,99.0,297.0,120,1,1.0
user_0778,99.0,297.0,15,1,1.0
user_0779,99.0,99.0,-112,1,1.0
user_0781,500.0,4500.0,72,1,1.0
user_0782,102.96,1029.6,36,1,1.0
user_0783,99.0,198.0,56,1,1.0
user_0784,99.0,297.0,36,1,1.0
user_0785,132.44,1191.96,9,1,1.0
user_0786,99.0,297.0,8,1,1.0
user_0787,99.0,198.0,30,1,1.0
user_0788,132.0,1188.0,72,1,1.0
user_0789,500.0,2500.0,45,1,1.0
user_0790,525.0,2100.0,88,1,1.0
user_0791,99.0,99.0,64,1,1.0
user_0792,99.0,297.0,35,1,1.0
user_0794,119.295,954.36,60,1,1.0
user_0796,99.0,396.0,4,1,1.0
user_0797,99.0,495.0,60,1,1.0
user_0798,110.88,554.4,12,1,1.0
user_0799,99.0,99.0,1,1,1.0
user_0800,99.0,495.0,5,1,1.0
user_0801,102.3,613.8,72,1,1.0
user_0802,99.0,297.0,63,1,1.0
user_0803,103.24285714285715,1445.4,84,1,1.0
user_0806,99.0,198.0,121,1,1.0
user_0808,99.0,99.0,4,1,1.0
user_0809,99.0,99.0,16,1,1.0
user_0810,500.0,500.0,25,1,1.0
user_0811,99.0,198.0,6,1,1.0
user_0813,116.82000000000001,1168.2,72,1,1.0
user_0814,108.9,217.8,42,1,1.0
user_0815,99.0,198.0,42,1,1.0
user_0816,508.3333333333333,6100.0,122,1,1.0
user_0817,99.0,495.0,120,1,1.0
user_0818,118.8,356.4,35,1,1.0
user_0819,99.0,1188.0,36,1,1.0
user_0820,99.0,297.0,3,1,1.0
user_0821,118.8,712.8,84,1,1.0
user_0822,114.84,574.2,77,1,1.0
user_0823,99.0,396.0,108,1,1.0
user_0825,99.0,198.0,42,1,1.0
user_0827,99.0,198.0,30,1,1.0
user_0828,118.8,356.4,3,1,1.0
user_0829,500.0,2000.0,18,1,1.0
user_0832,99.0,297.0,80,1,1.0
user_0834,105.60000000000001,633.6,6,1,1.0
user_0835,99.0,99.0,25,1,1.0
